ticker,name,sector,index
CMT,CORE MOLDING TECHNOLOGIES INC,Materials,Russell 2000
DHX,DHI GROUP INC,Communication,Russell 2000
INFU,INFUSYSTEM HOLDINGS INC,Health Care,Russell 2000
GWH,ESS TECH INC,Industrials,Russell 2000
GBTG,GLOBAL BUSINESS TRAVEL GROUP INC C,Consumer Discretionary,Russell 2000
XFOR,X4 PHARMACEUTICALS INC,Health Care,Russell 2000
EVBN,EVANS BANCORP INC,Financials,Russell 2000
LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care,Russell 2000
CELC,CELCUITY INC,Health Care,Russell 2000
KLXE,KLX ENERGY SERVICES HOLDINGS INC,Energy,Russell 2000
CDXS,CODEXIS INC,Health Care,Russell 2000
BKSY,BLACKSKY TECHNOLOGY INC CLASS A,Industrials,Russell 2000
PRPL,PURPLE INNOVATION INC,Consumer Discretionary,Russell 2000
ATRA,ATARA BIOTHERAPEUTICS INC,Health Care,Russell 2000
PTSI,PAM TRANSPORTATION SERVICES INC,Industrials,Russell 2000
CFFI,C AND F FINANCIAL CORP,Financials,Russell 2000
SCLX,SCILEX HOLDING,Health Care,Russell 2000
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Discretionary,Russell 2000
VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,Russell 2000
KPTI,KARYOPHARM THERAPEUTICS INC,Health Care,Russell 2000
PDLB,PONCE FINANCIAL GROUP INC,Financials,Russell 2000
RNGR,RANGER ENERGY SERVICES INC,Energy,Russell 2000
COOK,TRAEGER INC,Consumer Discretionary,Russell 2000
GRTS,GRITSTONE BIO INC,Health Care,Russell 2000
PFMT,PERFORMANT FINANCIAL CORP,Industrials,Russell 2000
MRSN,MERSANA THERAPEUTICS INC,Health Care,Russell 2000
STKS,ONE GROUP HOSPITALITY INC,Consumer Discretionary,Russell 2000
CNTY,CENTURY CASINOS INC,Consumer Discretionary,Russell 2000
MASS,908 DEVICES,Information Technology,Russell 2000
PSTX,POSEIDA THERAPEUTICS INC,Health Care,Russell 2000
WEYS,WEYCO GROUP INC,Consumer Discretionary,Russell 2000
COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,Russell 2000
DC,DAKOTA GOLD CORP,Materials,Russell 2000
ALT,ALTIMMUNE INC,Health Care,Russell 2000
OVLY,OAK VALLEY BANCORP,Financials,Russell 2000
STOK,STOKE THERAPEUTICS INC,Health Care,Russell 2000
VLD,VELO3D INC,Industrials,Russell 2000
BIRD,ALLBIRDS INC CLASS A,Consumer Discretionary,Russell 2000
TG,TREDEGAR CORP,Materials,Russell 2000
IMRX,IMMUNEERING CORP CLASS A,Health Care,Russell 2000
PKOH,PARK OHIO HOLDINGS CORP,Industrials,Russell 2000
BRBS,BLUE RIDGE BANKSHARES INC,Financials,Russell 2000
GAMB,GAMBLING COM GROUP LTD,Communication,Russell 2000
OPRX,OPTIMIZERX CORP,Health Care,Russell 2000
JYNT,JOINT CORP,Health Care,Russell 2000
AVTE,AEROVATE THERAPEUTICS INC,Health Care,Russell 2000
KLTR,KALTURA INC,Information Technology,Russell 2000
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,Russell 2000
INGN,INOGEN INC,Health Care,Russell 2000
THRN,THORNE HEALTHTECH INC,Consumer Staples,Russell 2000
CMCL,CALEDONIA MINING PLC,Materials,Russell 2000
LXRX,LEXICON PHARMACEUTICALS INC,Health Care,Russell 2000
ALTI,ALTI GLOBAL INC CLASS A,Financials,Russell 2000
CHMG,CHEMUNG FINANCIAL CORP,Financials,Russell 2000
ATOM,ATOMERA INC,Information Technology,Russell 2000
FENC,FENNEC PHARMACEUTICALS INC,Health Care,Russell 2000
CATO,CATO CORP CLASS A,Consumer Discretionary,Russell 2000
HRTX,HERON THERAPEUTICS INC,Health Care,Russell 2000
LLAP,TERRAN ORBITAL CORP,Industrials,Russell 2000
GWRS,GLOBAL WATER RESOURCES INC,Utilities,Russell 2000
NC,NACCO INDUSTRIES INC CLASS A,Energy,Russell 2000
AOMR,ANGEL OAK MORTGAGE REIT INC,Financials,Russell 2000
EVEX,EVE HOLDING INC,Industrials,Russell 2000
RXT,RACKSPACE TECHNOLOGY INC,Information Technology,Russell 2000
TELA,TELA BIO INC,Health Care,Russell 2000
LSEA,LANDSEA HOMES CORP,Consumer Discretionary,Russell 2000
ACTG,ACACIA RESEARCH CORP,Financials,Russell 2000
SSBK,SOUTHERN STATES BANCSHARES ANNISTO,Financials,Russell 2000
EGAN,EGAIN CORP,Information Technology,Russell 2000
BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,Russell 2000
SPWH,SPORTSMANS WAREHOUSE HOLDINGS INC,Consumer Discretionary,Russell 2000
CARM,CARISMA THERAPEUTICS INC,Health Care,Russell 2000
NKSH,NATIONAL BANKSHARES INC,Financials,Russell 2000
RELL,RICHARDSON ELECTRONICS LTD,Information Technology,Russell 2000
EVER,EVERQUOTE INC CLASS A,Communication,Russell 2000
CVCY,CENTRAL VALLEY COMMUNITY BANCORP,Financials,Russell 2000
SMLR,SEMLER SCIENTIFIC INC,Health Care,Russell 2000
CIFR,CIPHER MINING INC,Information Technology,Russell 2000
JAKK,JAKKS PACIFIC INC,Consumer Discretionary,Russell 2000
SELB,SELECTA BIOSCIENCES INC,Health Care,Russell 2000
LCNB,LCNB CORP,Financials,Russell 2000
SMTI,SANARA MEDTECH INC,Health Care,Russell 2000
SWIM,LATHAM GROUP INC,Consumer Discretionary,Russell 2000
INNV,INNOVAGE HOLDING CORP,Health Care,Russell 2000
RGCO,RGC RESOURCES INC,Utilities,Russell 2000
GRNT,GRANITE RIDGE RESOURCES INC,Energy,Russell 2000
MEC,MAYVILLE ENGINEERING COMPANY INC,Industrials,Russell 2000
PWOD,PENNS WOODS BANCORP INC,Financials,Russell 2000
MACK,MERRIMACK PHARMACEUTICALS INC,Health Care,Russell 2000
CCRD,CORECARD CORP,Information Technology,Russell 2000
ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,Russell 2000
USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,Russell 2000
WKHS,WORKHORSE GROUP INC,Consumer Discretionary,Russell 2000
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,Russell 2000
FRGI,FIESTA RESTAURANT GROUP INC,Consumer Discretionary,Russell 2000
SBT,STERLING BANCORP INC,Financials,Russell 2000
MHLD,MAIDEN HOLDINGS LTD,Financials,Russell 2000
HIPO,HIPPO HOLDINGS INC,Financials,Russell 2000
RSVR,RESERVOIR MEDIA INC,Communication,Russell 2000
FOSL,FOSSIL GROUP INC,Consumer Discretionary,Russell 2000
BPRN,PRINCETON BANCORP INC,Financials,Russell 2000
PPTA,PERPETUA RESOURCES CORP,Materials,Russell 2000
RMNI,RIMINI STREET INC,Information Technology,Russell 2000
KRT,KARAT PACKAGING INC,Industrials,Russell 2000
NDLS,NOODLES CLASS A,Consumer Discretionary,Russell 2000
WLLAW,CHORD ENERGY EQUITY WARRANTS EXP S,Energy,Russell 2000
ESSA,ESSA BANCORP INC,Financials,Russell 2000
GENC,GENCOR INDUSTRIES INC,Industrials,Russell 2000
MPX,MARINE PRODUCTS CORP,Consumer Discretionary,Russell 2000
FCCO,FIRST COMMUNITY CORP,Financials,Russell 2000
THRD,THIRD HARMONIC BIO INC,Health Care,Russell 2000
CLPT,CLEARPOINT NEURO INC,Health Care,Russell 2000
GLT,GLATFELTER CORP,Materials,Russell 2000
SKYT,SKYWATER TECHNOLOGY INC,Information Technology,Russell 2000
NODK,NI HOLDINGS INC,Financials,Russell 2000
WISH,CONTEXTLOGIC INC CLASS A,Consumer Discretionary,Russell 2000
PBFS,PIONEER BANCORP INC,Financials,Russell 2000
LE,LAND END INC,Consumer Discretionary,Russell 2000
VOXX,VOXX INTERNATIONAL CORP CLASS A,Consumer Discretionary,Russell 2000
EVI,EVI INDUSTRIES INC,Industrials,Russell 2000
ALVR,ALLOVIR INC,Health Care,Russell 2000
RCKY,ROCKY BRANDS INC,Consumer Discretionary,Russell 2000
WULF,TERAWULF INC,Information Technology,Russell 2000
PIII,P3 HEALTH PARTNERS INC CLASS A,Health Care,Russell 2000
DTC,SOLO BRANDS INC CLASS A,Consumer Discretionary,Russell 2000
MG,MISTRAS GROUP INC,Industrials,Russell 2000
TUSK,MAMMOTH ENERGY SERVICES INC,Energy,Russell 2000
BHIL,BENSON HILL INC,Consumer Staples,Russell 2000
AADI,AADI BIOSCIENCE INC,Health Care,Russell 2000
VEL,VELOCITY FINANCIAL INC,Financials,Russell 2000
XOMA,XOMA CORP,Health Care,Russell 2000
MNSB,MAINSTREET BANCSHARES INC,Financials,Russell 2000
ESCA,ESCALADE INC,Consumer Discretionary,Russell 2000
LVWR,LIVEWIRE GROUP INC,Consumer Discretionary,Russell 2000
LAZY,LAZYDAYS HOLDINGS INC,Consumer Discretionary,Russell 2000
ANNX,ANNEXON INC,Health Care,Russell 2000
HSHP,HIMALAYA SHIPPING LTD,Industrials,Russell 2000
WALD,WALDENCAST PLC CLASS A,Consumer Staples,Russell 2000
FEAM,5E ADVANCED MATERIALS INC,Materials,Russell 2000
ACRV,ACRIVON THERAPEUTICS INC,Health Care,Russell 2000
BKKT,BAKKT HOLDINGS INC CLASS A,Financials,Russell 2000
CMBM,CAMBIUM NETWORKS CORP,Information Technology,Russell 2000
PLX,PROTALIX BIOTHERAPEUTICS INC,Health Care,Russell 2000
WLFC,WILLIS LEASE FINANCE CORP,Industrials,Russell 2000
TSQ,TOWNSQUARE MEDIA INC CLASS A,Communication,Russell 2000
CRGE,CHARGE ENTERPRISES INC,Communication,Russell 2000
NSTG,NANOSTRING TECHNOLOGIES INC,Health Care,Russell 2000
CARA,CARA THERAPEUTICS INC,Health Care,Russell 2000
CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,Russell 2000
AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,Russell 2000
CTXR,CITIUS PHARMACEUTICALS INC,Health Care,Russell 2000
LRMR,LARIMAR THERAPEUTICS INC,Health Care,Russell 2000
IGMS,IGM BIOSCIENCES INC,Health Care,Russell 2000
SKIL,SKILLSOFT CORP CLASS A,Industrials,Russell 2000
FTCI,FTC SOLAR INC,Industrials,Russell 2000
DSGN,DESIGN THERAPEUTICS INC,Health Care,Russell 2000
VIGL,VIGIL NEUROSCIENCE INC,Health Care,Russell 2000
VRCA,VERRICA PHARMACEUTICALS INC,Health Care,Russell 2000
BCAB,BIOATLA INC,Health Care,Russell 2000
CMPO,COMPOSECURE INC CLASS A,Information Technology,Russell 2000
PLM,POLYMET MINING CORP,Materials,Russell 2000
CANO,CANO HEALTH INC CLASS A,Health Care,Russell 2000
TRVI,TREVI THERAPEUTICS INC,Health Care,Russell 2000
VOR,VOR BIOPHARMA INC,Health Care,Russell 2000
EP,EMPIRE PETROLEUM CORP,Energy,Russell 2000
NVCT,NUVECTIS PHARMA INC,Health Care,Russell 2000
OPTN,OPTINOSE INC,Health Care,Russell 2000
KZR,KEZAR LIFE SCIENCES INC,Health Care,Russell 2000
CLPR,CLIPPER REALTY INC,Real Estate,Russell 2000
CUE,CUE BIOPHARMA INC,Health Care,Russell 2000
FGEN,FIBROGEN INC,Health Care,Russell 2000
XAIR,BEYOND AIR INC,Health Care,Russell 2000
JILL,J JILL INC,Consumer Discretionary,Russell 2000
SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,Russell 2000
AEVA,AEVA TECHNOLOGIES INC,Information Technology,Russell 2000
AKYA,AKOYA BIOSCIENCES INC,Health Care,Russell 2000
LBPH,LONGBOARD PHARMACEUTICALS INC,Health Care,Russell 2000
HQI,HIREQUEST INC,Industrials,Russell 2000
VERI,VERITONE INC,Information Technology,Russell 2000
DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology,Russell 2000
DLTH,DULUTH HOLDINGS INC CLASS B,Consumer Discretionary,Russell 2000
IKNA,IKENA ONCOLOGY INC,Health Care,Russell 2000
SCWO,374WATER INC,Industrials,Russell 2000
SKYX,SKYX PLATFORMS CORP,Industrials,Russell 2000
OMGA,OMEGA THERAPEUTICS INC,Health Care,Russell 2000
KOD,KODIAK SCIENCES INC,Health Care,Russell 2000
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Health Care,Russell 2000
PMTS,CPI CARD GROUP INC,Information Technology,Russell 2000
LVOX,LIVEVOX HOLDING INC CLASS A,Information Technology,Russell 2000
SGHT,SIGHT SCIENCES INC,Health Care,Russell 2000
AKTS,AKOUSTIS TECHNOLOGIES INC,Information Technology,Russell 2000
KVHI,KVH INDUSTRIES INC,Information Technology,Russell 2000
PEPG,PEPGEN INC,Health Care,Russell 2000
BSVN,BANK7 CORP,Financials,Russell 2000
BTAI,BIOXCEL THERAPEUTICS INC,Health Care,Russell 2000
PLSE,PULSE BIOSCIENCES INC,Health Care,Russell 2000
IVAC,INTEVAC INC,Information Technology,Russell 2000
VATE,INNOVATE CORP,Industrials,Russell 2000
NGM,NGM BIOPHARMACEUTICALS INC,Health Care,Russell 2000
KRMD,KORU MEDICAL SYSTEMS INC,Health Care,Russell 2000
FOA,FINANCE OF AMERICA COMPANIES INC C,Financials,Russell 2000
THRX,THESEUS PHARMACEUTICALS INC,Health Care,Russell 2000
MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,Russell 2000
ZVIA,ZEVIA CLASS A,Consumer Staples,Russell 2000
TGAN,TRANSPHORM INC,Information Technology,Russell 2000
GNLX,GENELUX CORP,Health Care,Russell 2000
VAXX,VAXXINITY INC CLASS A,Health Care,Russell 2000
KFS,KINGSWAY FINANCIAL SERVICES INC,Financials,Russell 2000
RBOT,VICARIOUS SURGICAL INC CLASS A,Health Care,Russell 2000
DZSI,DZS INC,Information Technology,Russell 2000
GOCO,GOHEALTH INC CLASS A,Financials,Russell 2000
RPHM,RENEO PHARMACEUTICALS INC,Health Care,Russell 2000
EEX,EMERALD HOLDING INC,Communication,Russell 2000
BTMD,BIOTE CORP CLASS A,Health Care,Russell 2000
VALU,VALUE LINE INC,Financials,Russell 2000
MKTW,MARKETWISE INC CLASS A,Financials,Russell 2000
PAYS,PAYSIGN INC,Financials,Russell 2000
IPSC,CENTURY THERAPEUTICS INC,Health Care,Russell 2000
CTGO,CONTANGO ORE INC,Materials,Russell 2000
NKTX,NKARTA INC,Health Care,Russell 2000
ZURA,ZURA BIO LTD CLASS A,Health Care,Russell 2000
GRPH,GRAPHITE BIO INC,Health Care,Russell 2000
ACET,ADICET BIO INC,Health Care,Russell 2000
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,Russell 2000
UONEK,URBAN ONE INC CLASS D,Communication,Russell 2000
RDW,REDWIRE CORP,Industrials,Russell 2000
METCB,RAMACO RESOURCES INC CLASS B,Materials,Russell 2000
RENT,RENT THE RUNWAY INC CLASS A,Consumer Discretionary,Russell 2000
UONE,URBAN ONE INC CLASS A,Communication,Russell 2000
NL,NL INDUSTRIES INC,Industrials,Russell 2000
PNRG,PRIMEENERGY RESOURCES CORP,Energy,Russell 2000
EYEN,EYENOVIA INC,Health Care,Russell 2000
OCEA,OCEAN BIOMEDICAL INC,Health Care,Russell 2000
VHI,VALHI INC,Materials,Russell 2000
OPFI,OPPFI INC CLASS A,Financials,Russell 2000
OTLK,OUTLOOK THERAPEUTICS INC,Health Care,Russell 2000
WLLBW,CHORD ENERGY EQUITY WARRANTS SERIE,Energy,Russell 2000
ADRO,ADURO BIOTECH CVR,Health Care,Russell 2000
SST,SYSTEM1 INC CLASS A,Communication,Russell 2000
PRLD,PRELUDE THERAPEUTICS INC,Health Care,Russell 2000
SWKH,SWK HOLDINGS CORP,Financials,Russell 2000
DFLI,DRAGONFLY ENERGY HOLDINGS CORP,Industrials,Russell 2000
PRST,PRESTO AUTOMATION INC,Information Technology,Russell 2000
CIX,COMPX INTERNATIONAL INC,Industrials,Russell 2000
ARL,AMERICAN REALTY INVESTORS INC,Real Estate,Russell 2000
UHG,UNITED HOMES INC CLASS A,Consumer Discretionary,Russell 2000
ADRO,CHINOOK THERAPEUTICS INC,Health Care,Russell 2000
BGXX,BRIGHT GREEN CORP,Health Care,Russell 2000
TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate,Russell 2000
AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,Russell 2000
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,Russell 2000
LPTV,LOOP MEDIA INC,Communication,Russell 2000
ELA,ENVELA CORP,Consumer Discretionary,Russell 2000
AMPX,AMPRIUS TECHNOLOGIES INC,Industrials,Russell 2000
CURV,TORRID HOLDINGS INC,Consumer Discretionary,Russell 2000
RAIN,RAIN ONCOLOGY INC,Health Care,Russell 2000
VGAS,VERDE CLEAN FUELS INC CLASS A,Energy,Russell 2000
OBIO,ORCHESTRA BIOMED HOLDINGS INC,Health Care,Russell 2000
-,NEXPOINT STRATEGIC CASH ACCRUAL,Real Estate,Russell 2000
GTXI,GTXI INC - CVR,Health Care,Russell 2000
CAD,CAD CASH,Cash and/or Derivatives,Russell 2000
PDLI,PDL BIOPHARMA INC,Health Care,Russell 2000
P5N994,Petrocorp Inc Escrow,Energy,Russell 2000
RTYZ3,RUSSELL 2000 EMINI CME DEC 23,Cash and/or Derivatives,Russell 2000
AAPL,APPLE INC,Information Technology,S&P 500
MSFT,MICROSOFT CORP,Information Technology,S&P 500
AMZN,AMAZON COM INC,Consumer Discretionary,S&P 500
NVDA,NVIDIA CORP,Information Technology,S&P 500
GOOGL,ALPHABET INC CLASS A,Communication,S&P 500
TSLA,TESLA INC,Consumer Discretionary,S&P 500
GOOG,ALPHABET INC CLASS C,Communication,S&P 500
META,META PLATFORMS INC CLASS A,Communication,S&P 500
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,S&P 500
LLY,ELI LILLY,Health Care,S&P 500
XOM,EXXON MOBIL CORP,Energy,S&P 500
UNH,UNITEDHEALTH GROUP INC,Health Care,S&P 500
JPM,JPMORGAN CHASE & CO,Financials,S&P 500
V,VISA INC CLASS A,Financials,S&P 500
JNJ,JOHNSON & JOHNSON,Health Care,S&P 500
PG,PROCTER & GAMBLE,Consumer Staples,S&P 500
AVGO,BROADCOM INC,Information Technology,S&P 500
MA,MASTERCARD INC CLASS A,Financials,S&P 500
HD,HOME DEPOT INC,Consumer Discretionary,S&P 500
CVX,CHEVRON CORP,Energy,S&P 500
MRK,MERCK & CO INC,Health Care,S&P 500
ABBV,ABBVIE INC,Health Care,S&P 500
ADBE,ADOBE INC,Information Technology,S&P 500
COST,COSTCO WHOLESALE CORP,Consumer Staples,S&P 500
PEP,PEPSICO INC,Consumer Staples,S&P 500
WMT,WALMART INC,Consumer Staples,S&P 500
CSCO,CISCO SYSTEMS INC,Information Technology,S&P 500
KO,COCA-COLA,Consumer Staples,S&P 500
CRM,SALESFORCE INC,Information Technology,S&P 500
MCD,MCDONALDS CORP,Consumer Discretionary,S&P 500
BAC,BANK OF AMERICA CORP,Financials,S&P 500
ACN,ACCENTURE PLC CLASS A,Information Technology,S&P 500
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,S&P 500
PFE,PFIZER INC,Health Care,S&P 500
LIN,LINDE PLC,Materials,S&P 500
CMCSA,COMCAST CORP CLASS A,Communication,S&P 500
NFLX,NETFLIX INC,Communication,S&P 500
ABT,ABBOTT LABORATORIES,Health Care,S&P 500
AMD,ADVANCED MICRO DEVICES INC,Information Technology,S&P 500
ORCL,ORACLE CORP,Information Technology,S&P 500
DHR,DANAHER CORP,Health Care,S&P 500
INTC,INTEL CORPORATION CORP,Information Technology,S&P 500
WFC,WELLS FARGO,Financials,S&P 500
DIS,WALT DISNEY,Communication,S&P 500
INTU,INTUIT INC,Information Technology,S&P 500
TXN,TEXAS INSTRUMENT INC,Information Technology,S&P 500
COP,CONOCOPHILLIPS,Energy,S&P 500
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,S&P 500
VZ,VERIZON COMMUNICATIONS INC,Communication,S&P 500
CAT,CATERPILLAR INC,Industrials,S&P 500
NEE,NEXTERA ENERGY INC,Utilities,S&P 500
AMGN,AMGEN INC,Health Care,S&P 500
LOW,LOWES COMPANIES INC,Consumer Discretionary,S&P 500
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,S&P 500
UNP,UNION PACIFIC CORP,Industrials,S&P 500
SPGI,S&P GLOBAL INC,Financials,S&P 500
HON,HONEYWELL INTERNATIONAL INC,Industrials,S&P 500
QCOM,QUALCOMM INC,Information Technology,S&P 500
BMY,BRISTOL MYERS SQUIBB,Health Care,S&P 500
GE,GENERAL ELECTRIC,Industrials,S&P 500
AMAT,APPLIED MATERIAL INC,Information Technology,S&P 500
NOW,SERVICENOW INC,Information Technology,S&P 500
NKE,NIKE INC CLASS B,Consumer Discretionary,S&P 500
BA,BOEING,Industrials,S&P 500
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,S&P 500
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,S&P 500
MS,MORGAN STANLEY,Financials,S&P 500
PLD,PROLOGIS REIT INC,Real Estate,S&P 500
GS,GOLDMAN SACHS GROUP INC,Financials,S&P 500
SBUX,STARBUCKS CORP,Consumer Discretionary,S&P 500
RTX,RTX CORP,Industrials,S&P 500
DE,DEERE,Industrials,S&P 500
MDT,MEDTRONIC PLC,Health Care,S&P 500
TJX,TJX INC,Consumer Discretionary,S&P 500
ISRG,INTUITIVE SURGICAL INC,Health Care,S&P 500
ELV,ELEVANCE HEALTH INC,Health Care,S&P 500
T,AT&T INC,Communication,S&P 500
BLK,BLACKROCK INC,Financials,S&P 500
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,S&P 500
SYK,STRYKER CORP,Health Care,S&P 500
MMC,MARSH & MCLENNAN INC,Financials,S&P 500
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,S&P 500
GILD,GILEAD SCIENCES INC,Health Care,S&P 500
LMT,LOCKHEED MARTIN CORP,Industrials,S&P 500
AXP,AMERICAN EXPRESS,Financials,S&P 500
CVS,CVS HEALTH CORP,Health Care,S&P 500
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,S&P 500
REGN,REGENERON PHARMACEUTICALS INC,Health Care,S&P 500
ADI,ANALOG DEVICES INC,Information Technology,S&P 500
LRCX,LAM RESEARCH CORP,Information Technology,S&P 500
ETN,EATON PLC,Industrials,S&P 500
SCHW,CHARLES SCHWAB CORP,Financials,S&P 500
CB,CHUBB LTD,Financials,S&P 500
SLB,SCHLUMBERGER NV,Energy,S&P 500
CI,CIGNA,Health Care,S&P 500
ZTS,ZOETIS INC CLASS A,Health Care,S&P 500
C,CITIGROUP INC,Financials,S&P 500
AMT,AMERICAN TOWER REIT CORP,Real Estate,S&P 500
TMUS,T MOBILE US INC,Communication,S&P 500
PGR,PROGRESSIVE CORP,Financials,S&P 500
MO,ALTRIA GROUP INC,Consumer Staples,S&P 500
EOG,EOG RESOURCES INC,Energy,S&P 500
MU,MICRON TECHNOLOGY INC,Information Technology,S&P 500
BSX,BOSTON SCIENTIFIC CORP,Health Care,S&P 500
SO,SOUTHERN,Utilities,S&P 500
BDX,BECTON DICKINSON,Health Care,S&P 500
FI,FISERV INC,Financials,S&P 500
CME,CME GROUP INC CLASS A,Financials,S&P 500
PANW,PALO ALTO NETWORKS INC,Information Technology,S&P 500
DUK,DUKE ENERGY CORP,Utilities,S&P 500
EQIX,EQUINIX REIT INC,Real Estate,S&P 500
SNPS,SYNOPSYS INC,Information Technology,S&P 500
PYPL,PAYPAL HOLDINGS INC,Financials,S&P 500
AON,AON PLC CLASS A,Financials,S&P 500
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,S&P 500
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,S&P 500
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,S&P 500
KLAC,KLA CORP,Information Technology,S&P 500
ATVI,ACTIVISION BLIZZARD INC,Communication,S&P 500
MPC,MARATHON PETROLEUM CORP,Energy,S&P 500
ITW,ILLINOIS TOOL INC,Industrials,S&P 500
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,S&P 500
SHW,SHERWIN WILLIAMS,Materials,S&P 500
CSX,CSX CORP,Industrials,S&P 500
NOC,NORTHROP GRUMMAN CORP,Industrials,S&P 500
CL,COLGATE-PALMOLIVE,Consumer Staples,S&P 500
WM,WASTE MANAGEMENT INC,Industrials,S&P 500
HUM,HUMANA INC,Health Care,S&P 500
FDX,FEDEX CORP,Industrials,S&P 500
MCK,MCKESSON CORP,Health Care,S&P 500
FCX,FREEPORT MCMORAN INC,Materials,S&P 500
TGT,TARGET CORP,Consumer Staples,S&P 500
PSX,PHILLIPS,Energy,S&P 500
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,S&P 500
EMR,EMERSON ELECTRIC,Industrials,S&P 500
MMM,3M,Industrials,S&P 500
PXD,PIONEER NATURAL RESOURCE,Energy,S&P 500
MCO,MOODYS CORP,Financials,S&P 500
HCA,HCA HEALTHCARE INC,Health Care,S&P 500
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,S&P 500
ROP,ROPER TECHNOLOGIES INC,Information Technology,S&P 500
VLO,VALERO ENERGY CORP,Energy,S&P 500
NXPI,NXP SEMICONDUCTORS NV,Information Technology,S&P 500
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,S&P 500
APH,AMPHENOL CORP CLASS A,Information Technology,S&P 500
PH,PARKER-HANNIFIN CORP,Industrials,S&P 500
F,FORD MOTOR CO,Consumer Discretionary,S&P 500
GD,GENERAL DYNAMICS CORP,Industrials,S&P 500
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,S&P 500
AJG,ARTHUR J GALLAGHER,Financials,S&P 500
USB,US BANCORP,Financials,S&P 500
OXY,OCCIDENTAL PETROLEUM CORP,Energy,S&P 500
TT,TRANE TECHNOLOGIES PLC,Industrials,S&P 500
MSI,MOTOROLA SOLUTIONS INC,Information Technology,S&P 500
ANET,ARISTA NETWORKS INC,Information Technology,S&P 500
GM,GENERAL MOTORS,Consumer Discretionary,S&P 500
AZO,AUTOZONE INC,Consumer Discretionary,S&P 500
CARR,CARRIER GLOBAL CORP,Industrials,S&P 500
NSC,NORFOLK SOUTHERN CORP,Industrials,S&P 500
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,S&P 500
ADSK,AUTODESK INC,Information Technology,S&P 500
SRE,SEMPRA,Utilities,S&P 500
TDG,TRANSDIGM GROUP INC,Industrials,S&P 500
ECL,ECOLAB INC,Materials,S&P 500
CTAS,CINTAS CORP,Industrials,S&P 500
EW,EDWARDS LIFESCIENCES CORP,Health Care,S&P 500
HES,HESS CORP,Energy,S&P 500
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,S&P 500
PCAR,PACCAR INC,Industrials,S&P 500
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,S&P 500
MNST,MONSTER BEVERAGE CORP,Consumer Staples,S&P 500
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,S&P 500
PSA,PUBLIC STORAGE REIT,Real Estate,S&P 500
MSCI,MSCI INC,Financials,S&P 500
CCI,CROWN CASTLE INC,Real Estate,S&P 500
KMB,KIMBERLY CLARK CORP,Consumer Staples,S&P 500
AFL,AFLAC INC,Financials,S&P 500
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,S&P 500
ON,ON SEMICONDUCTOR CORP,Information Technology,S&P 500
WMB,WILLIAMS INC,Energy,S&P 500
WELL,WELLTOWER INC,Real Estate,S&P 500
MET,METLIFE INC,Financials,S&P 500
EXC,EXELON CORP,Utilities,S&P 500
AEP,AMERICAN ELECTRIC POWER INC,Utilities,S&P 500
